"waitingdays","type","entry","city","checkyear","checkmonth"
73,"B2","New","BeiJing",2010,11
21,"B1","New","BeiJing",2010,11
23,"J1","New","ShangHai",2010,11
28,"F2","New","BeiJing",2010,11
23,"J1","New","ShangHai",2010,11
23,"F1","Renewal","Europe",2010,11
32,"H1","Renewal","ShangHai",2010,11
28,"L1","New","BeiJing",2010,11
23,"H1","Renewal","ShangHai",2010,11
27,"J1","New","BeiJing",2010,11
26,"J1","New","ShenYang",2010,11
29,"L1","New","ShangHai",2010,11
23,"F1","New","ShangHai",2010,11
22,"B1","New","GuangZhou",2010,11
20,"J1","Renewal","BeiJing",2010,11
25,"F1","New","ChengDu",2010,11
21,"H1","New","BeiJing",2010,11
22,"H1","Renewal","BeiJing",2010,11
27,"B2","New","Europe",2010,11
25,"J1","New","GuangZhou",2010,11
92,"F1","Renewal","BeiJing",2010,11
40,"F1","New","BeiJing",2010,11
28,"F1","Renewal","ShangHai",2010,11
20,"F1","New","BeiJing",2010,11
24,"F1","Renewal","BeiJing",2010,11
26,"H1","Renewal","BeiJing",2010,11
26,"H1","Renewal","BeiJing",2010,11
47,"F1","New","GuangZhou",2010,11
23,"L1","New","BeiJing",2010,11
24,"B1","New","ChengDu",2010,11
24,"H1","Renewal","Europe",2010,11
23,"H1","Renewal","Others",2010,11
24,"H1","New","HongKong",2010,11
80,"H1","Renewal","BeiJing",2010,11
24,"F1","New","ShangHai",2010,11
35,"J1","New","BeiJing",2010,11
29,"J1","New","ShangHai",2010,11
30,"F1","New","ShangHai",2010,11
54,"B1","Renewal","ShangHai",2010,11
39,"F1","New","ShangHai",2010,11
38,"J1","New","ShangHai",2010,11
100,"H1","New","BeiJing",2010,11
34,"J1","Renewal","BeiJing",2010,11
34,"F1","Renewal","BeiJing",2010,11
22,"J1","Renewal","Ottawa",2010,11
22,"F1","New","BeiJing",2010,11
23,"J1","New","BeiJing",2010,11
36,"H1","Renewal","ChengDu",2010,11
28,"L1","New","BeiJing",2010,11
22,"B2","New","BeiJing",2010,11
26,"J1","New","ShangHai",2010,11
23,"J1","New","BeiJing",2010,11
30,"J1","New","ShenYang",2010,11
22,"J1","New","BeiJing",2010,11
28,"F1","New","BeiJing",2010,11
22,"J1","New","ShangHai",2010,11
33,"L2","New","BeiJing",2010,11
21,"J1","New","BeiJing",2010,11
21,"F1","Renewal","BeiJing",2010,11
26,"J1","New","BeiJing",2010,11
22,"F1","Renewal","BeiJing",2010,11
21,"F1","New","ShenYang",2010,11
18,"H1","Renewal","Others",2010,11
24,"L1","New","BeiJing",2010,11
22,"H1","Renewal","ShangHai",2010,11
23,"F1","Renewal","ShangHai",2010,11
24,"H1","Renewal","ShangHai",2010,11
29,"F1","Renewal","Chennai",2010,11
113,"H1","Renewal","Toronto",2010,11
112,"H1","Renewal","Toronto",2010,11
38,"F1","New","ShangHai",2010,11
36,"J1","New","BeiJing",2010,11
24,"J1","New","ShangHai",2010,11
30,"J1","New","BeiJing",2010,11
22,"F1","New","BeiJing",2010,11
22,"F1","Renewal","BeiJing",2010,11
22,"J1","New","BeiJing",2010,11
22,"J2","New","BeiJing",2010,11
258,"H1","Renewal","Tijuana",2010,11
21,"F1","New","BeiJing",2010,12
23,"F1","Renewal","BeiJing",2010,12
0,"F1","New","BeiJing",2010,12
22,"L1","New","ShangHai",2010,12
21,"J1","New","HongKong",2010,12
35,"F1","New","BeiJing",2010,12
25,"H1","Renewal","BeiJing",2010,12
25,"F1","New","BeiJing",2010,12
33,"H1","Renewal","ShangHai",2010,12
56,"J1","New","Europe",2010,12
28,"F1","Renewal","ShangHai",2010,12
24,"F1","New","BeiJing",2010,12
27,"B1","New","BeiJing",2010,12
27,"B1","New","BeiJing",2010,12
28,"B1","New","ShangHai",2010,12
33,"F1","Renewal","ShangHai",2010,12
40,"H1","Renewal","BeiJing",2010,12
26,"F1","Renewal","ShangHai",2010,12
40,"F1","Renewal","BeiJing",2010,12
33,"F1","Renewal","ShangHai",2010,12
32,"J1","Renewal","ShenYang",2010,12
30,"H1","New","ShangHai",2010,12
32,"H1","New","BeiJing",2010,12
37,"J1","Renewal","ShangHai",2010,12
33,"H1","Renewal","ShangHai",2010,12
25,"F1","New","BeiJing",2010,12
30,"H1","Renewal","ShangHai",2010,12
24,"F1","Renewal","BeiJing",2010,12
33,"H1","New","ShangHai",2010,12
30,"H1","Renewal","ShangHai",2010,12
31,"F1","Renewal","ShenYang",2010,12
35,"F1","Renewal","GuangZhou",2010,12
28,"F1","Renewal","ShangHai",2010,12
67,"H1","Renewal","Chennai",2010,12
114,"H1","Renewal","Others",2010,12
36,"F1","Renewal","BeiJing",2010,12
28,"J1","New","BeiJing",2010,12
35,"J1","New","BeiJing",2010,12
34,"F1","Renewal","BeiJing",2010,12
28,"F1","Renewal","BeiJing",2010,12
28,"F1","Renewal","BeiJing",2010,12
101,"F1","Renewal","BeiJing",2010,12
31,"F1","Renewal","BeiJing",2010,12
31,"J1","Renewal","BeiJing",2010,12
28,"J1","New","Others",2010,12
27,"H1","New","BeiJing",2010,12
27,"B1","New","GuangZhou",2010,12
28,"F1","Renewal","ShangHai",2010,12
27,"F1","Renewal","GuangZhou",2010,12
27,"J1","New","BeiJing",2010,12
27,"F1","Renewal","BeiJing",2010,12
28,"J1","New","BeiJing",2010,12
27,"F1","New","BeiJing",2010,12
48,"F1","New","ShangHai",2010,12
27,"H1","Renewal","ShangHai",2010,12
33,"H1","New","ShangHai",2010,12
27,"F1","Renewal","BeiJing",2010,12
64,"J1","New","BeiJing",2010,12
64,"F1","Renewal","BeiJing",2010,12
33,"F1","New","BeiJing",2010,12
34,"F1","Renewal","ShangHai",2010,12
27,"F1","New","BeiJing",2010,12
27,"B1","New","GuangZhou",2010,12
26,"F1","Renewal","BeiJing",2010,12
27,"F1","Renewal","BeiJing",2010,12
34,"F1","Renewal","BeiJing",2010,12
29,"F1","Renewal","ChengDu",2010,12
64,"B1","New","BeiJing",2010,12
27,"F1","New","BeiJing",2010,12
29,"F1","Renewal","ChengDu",2010,12
49,"F1","Renewal","ChengDu",2010,12
36,"F1","Renewal","BeiJing",2010,12
42,"F1","Renewal","ShangHai",2010,12
67,"F1","Renewal","BeiJing",2010,12
64,"F1","Renewal","BeiJing",2010,12
64,"F1","Renewal","BeiJing",2010,12
90,"J1","New","BeiJing",2010,12
36,"F1","Renewal","ShangHai",2010,12
35,"J1","New","ShenYang",2010,12
34,"H1","Renewal","ShangHai",2010,12
29,"J1","New","ShenYang",2010,12
35,"H1","Renewal","ShangHai",2010,12
26,"F1","Renewal","BeiJing",2010,12
28,"F1","Renewal","ShangHai",2010,12
35,"J1","New","BeiJing",2010,12
26,"F1","Renewal","BeiJing",2010,12
26,"F1","Renewal","BeiJing",2010,12
40,"J1","Renewal","BeiJing",2010,12
32,"F1","New","ShenYang",2010,12
28,"J1","Renewal","BeiJing",2010,12
43,"H4","New","ChengDu",2010,12
32,"F1","Renewal","ShangHai",2010,12
35,"J1","Renewal","BeiJing",2010,12
50,"H1","Renewal","ShangHai",2010,12
32,"H1","Renewal","ShangHai",2010,12
25,"F1","Renewal","BeiJing",2010,12
35,"F1","Renewal","BeiJing",2010,12
31,"F1","New","ShangHai",2010,12
28,"F1","Renewal","GuangZhou",2010,12
28,"F1","New","ShenYang",2010,12
28,"H1","Renewal","ChengDu",2010,12
32,"H1","Renewal","ShangHai",2010,12
33,"H1","New","ShangHai",2010,12
35,"F1","New","BeiJing",2010,12
46,"F1","Renewal","BeiJing",2010,12
40,"B1","New","ShangHai",2010,12
25,"H1","Renewal","BeiJing",2010,12
65,"F1","Renewal","BeiJing",2010,12
32,"F1","Renewal","ShenYang",2010,12
29,"J1","New","ShenYang",2010,12
25,"F1","New","BeiJing",2010,12
14,"H1","Renewal","BeiJing",2010,12
23,"F1","Renewal","BeiJing",2010,12
50,"F1","Renewal","BeiJing",2010,12
30,"F1","Renewal","ShangHai",2010,12
29,"H1","Renewal","BeiJing",2010,12
25,"B1","New","BeiJing",2010,12
32,"F1","Renewal","ShangHai",2010,12
29,"F1","Renewal","BeiJing",2010,12
30,"F1","Renewal","ShangHai",2010,12
29,"J1","Renewal","BeiJing",2010,12
30,"F1","New","ShangHai",2010,12
39,"F1","Renewal","ShangHai",2010,12
50,"H1","New","Mumbai",2010,12
56,"F1","Renewal","ShangHai",2010,12
76,"H1","Renewal","BeiJing",2010,12
29,"F1","Renewal","BeiJing",2010,12
31,"F1","Renewal","GuangZhou",2010,12
7,"F1","Renewal","BeiJing",2010,12
3,"F1","Renewal","BeiJing",2010,12
24,"F1","Renewal","BeiJing",2010,12
30,"F1","Renewal","ShenYang",2010,12
24,"J2","New","BeiJing",2010,12
24,"F1","Renewal","BeiJing",2010,12
29,"F1","New","GuangZhou",2010,12
28,"F1","New","ChengDu",2010,12
28,"B1","New","BeiJing",2010,12
41,"F1","New","HongKong",2010,12
35,"F1","Renewal","BeiJing",2010,12
24,"J2","New","BeiJing",2010,12
50,"H1","Renewal","Ottawa",2010,12
30,"F1","New","ShenYang",2010,12
28,"F1","Renewal","BeiJing",2010,12
28,"F1","Renewal","BeiJing",2010,12
41,"H1","Renewal","BeiJing",2010,12
40,"F1","Renewal","BeiJing",2010,12
35,"F1","Renewal","BeiJing",2010,12
31,"H1","Renewal","BeiJing",2010,12
31,"F1","Renewal","ShenYang",2010,12
28,"F1","Renewal","BeiJing",2010,12
42,"H1","New","Mumbai",2010,12
122,"H1","New","Mumbai",2010,12
27,"F1","Renewal","ShenYang",2010,12
55,"F1","Renewal","ShangHai",2010,12
31,"F1","New","ShenYang",2010,12
42,"F1","Renewal","ShangHai",2010,12
15,"H1","Renewal","ShangHai",2010,12
27,"F1","Renewal","GuangZhou",2010,12
29,"J1","New","ShangHai",2010,12
29,"F1","Renewal","ShangHai",2010,12
30,"J1","New","ShangHai",2010,12
42,"F1","Renewal","ShangHai",2010,12
29,"J1","New","ShangHai",2010,12
48,"J1","Renewal","ShangHai",2010,12
35,"F1","New","ShenYang",2010,12
29,"F1","Renewal","GuangZhou",2010,12
55,"F1","Renewal","ShenYang",2010,12
43,"H1","New","Mumbai",2010,12
49,"H1","Renewal","Mumbai",2010,12
28,"F1","Renewal","BeiJing",2010,12
43,"F1","Renewal","BeiJing",2010,12
28,"F1","Renewal","BeiJing",2010,12
40,"F1","New","ShangHai",2010,12
28,"F1","New","BeiJing",2010,12
42,"F1","Renewal","ShenYang",2010,12
29,"F1","Renewal","BeiJing",2010,12
75,"F1","Renewal","ShangHai",2010,12
40,"H1","New","ShangHai",2010,12
46,"J1","New","ShangHai",2010,12
41,"J1","New","ShangHai",2010,12
38,"F1","Renewal","ShangHai",2010,12
40,"J1","New","ShangHai",2010,12
46,"F1","Renewal","ShangHai",2010,12
46,"J1","New","ShangHai",2010,12
41,"H1","Renewal","Mumbai",2010,12
43,"F1","Renewal","BeiJing",2010,12
43,"F1","Renewal","BeiJing",2010,12
47,"J1","New","ShangHai",2010,12
82,"F1","Renewal","BeiJing",2010,12
33,"F1","Renewal","BeiJing",2010,12
40,"F1","New","ShangHai",2010,12
41,"J1","New","ShangHai",2010,12
42,"F1","Renewal","ShangHai",2010,12
34,"F1","Renewal","Europe",2010,12
34,"H1","Renewal","ShangHai",2010,12
40,"B2","New","BeiJing",2010,12
35,"F1","New","ShangHai",2010,12
26,"F1","Renewal","BeiJing",2010,12
32,"F1","Renewal","BeiJing",2010,12
32,"H1","Renewal","BeiJing",2010,12
26,"F1","Renewal","BeiJing",2010,12
40,"H1","Renewal","ShangHai",2010,12
27,"H1","New","ChengDu",2010,12
45,"B1","New","BeiJing",2010,12
34,"F1","Renewal","ShenYang",2010,12
42,"H1","New","ShangHai",2010,12
26,"F1","Renewal","BeiJing",2010,12
39,"F1","Renewal","BeiJing",2010,12
40,"F1","Renewal","ShenYang",2010,12
39,"F1","Renewal","BeiJing",2010,12
42,"F1","Renewal","GuangZhou",2010,12
46,"F1","Renewal","ShenYang",2010,12
68,"H1","Renewal","ShangHai",2010,12
180,"H1","New","Mumbai",2010,12
310,"H1","New","Mumbai",2010,12
43,"B1","New","GuangZhou",2010,12
44,"J1","New","ShangHai",2010,12
37,"F1","New","Toronto",2010,12
45,"J1","New","ShangHai",2010,12
42,"F1","Renewal","BeiJing",2010,12
37,"H1","New","ShangHai",2010,12
35,"F1","Renewal","BeiJing",2010,12
39,"J1","Renewal","BeiJing",2010,12
43,"F1","Renewal","GuangZhou",2010,12
43,"J1","New","ShangHai",2010,12
42,"F1","Renewal","BeiJing",2010,12
37,"J1","New","ShangHai",2010,12
37,"F1","Renewal","GuangZhou",2010,12
38,"H1","New","Mumbai",2010,12
53,"F1","Renewal","BeiJing",2010,12
38,"F1","Renewal","ShangHai",2010,12
36,"F1","Renewal","BeiJing",2010,12
43,"F1","Renewal","BeiJing",2010,12
67,"J1","New","ShangHai",2010,12
50,"H1","Renewal","BeiJing",2010,12
-323,"H1","New","BeiJing",2010,12
78,"J1","New","BeiJing",2010,12
-324,"F1","Renewal","BeiJing",2010,12
48,"B1","New","BeiJing",2010,12
39,"F1","Renewal","ShangHai",2010,12
36,"J1","New","ShangHai",2010,12
37,"J1","New","BeiJing",2010,12
38,"F1","Renewal","GuangZhou",2010,12
35,"J1","New","ShangHai",2010,12
48,"B2","New","BeiJing",2010,12
50,"F1","Renewal","HongKong",2010,12
49,"F1","Renewal","BeiJing",2010,12
34,"F1","Renewal","BeiJing",2010,12
31,"H1","Renewal","BeiJing",2010,12
31,"F1","Renewal","BeiJing",2010,12
31,"H1","New","NewDelhi",2010,12
35,"F1","New","BeiJing",2010,12
37,"J1","New","BeiJing",2010,12
35,"F1","Renewal","ShangHai",2010,12
34,"H1","New","BeiJing",2010,12
35,"F1","New","ShangHai",2010,12
35,"F1","Renewal","ShangHai",2010,12
35,"J2","New","ShangHai",2010,12
41,"F1","Renewal","BeiJing",2010,12
31,"F1","Renewal","ShangHai",2010,12
35,"J1","New","ShangHai",2010,12
40,"F1","Renewal","BeiJing",2010,12
40,"F1","Renewal","BeiJing",2010,12
39,"J1","New","ShangHai",2010,12
34,"F1","New","BeiJing",2010,12
35,"F1","Renewal","ShangHai",2010,12
41,"F1","Renewal","ShangHai",2010,12
54,"H1","New","BeiJing",2010,12
50,"J1","New","BeiJing",2010,12
47,"F1","Renewal","BeiJing",2010,12
32,"F1","New","ChengDu",2010,12
40,"F1","Renewal","ShangHai",2010,12
33,"F1","Renewal","GuangZhou",2010,12
40,"F1","Renewal","ShangHai",2010,12
34,"H1","Renewal","Montreal",2010,12
35,"F1","Renewal","ShangHai",2010,12
33,"H1","Renewal","BeiJing",2010,12
33,"F1","Renewal","BeiJing",2010,12
33,"F1","New","BeiJing",2010,12
18,"F1","Renewal","ShangHai",2010,12
36,"H1","Renewal","ShangHai",2010,12
41,"F1","Renewal","ShangHai",2010,12
35,"H1","Renewal","ShangHai",2010,12
33,"F1","Renewal","BeiJing",2010,12
38,"J1","Renewal","ShangHai",2010,12
36,"H1","New","Chennai",2010,12
33,"F1","New","BeiJing",2010,12
40,"F1","Renewal","ShangHai",2010,12
46,"H1","New","GuangZhou",2010,12
31,"F1","Renewal","BeiJing",2010,12
6,"F1","Renewal","ShangHai",2010,12
36,"F1","Renewal","ShangHai",2010,12
36,"F1","Renewal","ShangHai",2010,12
29,"F1","Renewal","BeiJing",2010,12
30,"F1","Renewal","ShenYang",2010,12
29,"F1","Renewal","ShangHai",2010,12
35,"F1","Renewal","BeiJing",2010,12
29,"F1","Renewal","BeiJing",2010,12
29,"F1","Renewal","ShangHai",2010,12
30,"F1","Renewal","GuangZhou",2010,12
36,"F1","Renewal","ShangHai",2010,12
30,"F1","Renewal","ShangHai",2010,12
29,"F1","Renewal","BeiJing",2010,12
36,"F1","Renewal","ShangHai",2010,12
29,"F1","Renewal","ShangHai",2010,12
35,"F1","Renewal","BeiJing",2010,12
29,"F1","Renewal","ShangHai",2010,12
30,"F1","Renewal","ShangHai",2010,12
42,"F1","New","GuangZhou",2010,12
72,"F1","Renewal","BeiJing",2010,12
51,"F1","New","ShenYang",2010,12
34,"F1","Renewal","BeiJing",2010,12
28,"F1","Renewal","ShangHai",2010,12
28,"L1","New","BeiJing",2010,12
100,"F1","Renewal","BeiJing",2010,12
26,"F1","Renewal","BeiJing",2010,12
65,"F1","Renewal","BeiJing",2010,12
70,"F1","Renewal","BeiJing",2010,12
41,"F1","Renewal","BeiJing",2010,12
66,"F1","Renewal","BeiJing",2010,12
34,"F1","Renewal","BeiJing",2010,12
31,"F1","Renewal","ShangHai",2010,12
34,"H1","Renewal","BeiJing",2010,12
27,"F1","Renewal","BeiJing",2010,12
29,"F1","Renewal","BeiJing",2010,12
28,"F1","Renewal","GuangZhou",2010,12
34,"F1","Renewal","BeiJing",2010,12
34,"F1","Renewal","BeiJing",2010,12
31,"F1","Renewal","ChengDu",2010,12
28,"F1","Renewal","GuangZhou",2010,12
27,"H1","New","HongKong",2010,12
30,"J1","New","GuangZhou",2010,12
33,"F1","Renewal","BeiJing",2010,12
32,"F1","Renewal","ShangHai",2010,12
30,"F1","Renewal","ShangHai",2010,12
29,"F1","Renewal","BeiJing",2010,12
29,"H1","Renewal","BeiJing",2010,12
49,"J1","New","ShenYang",2010,12
34,"F1","Renewal","ShangHai",2010,12
37,"F1","Renewal","ChengDu",2010,12
27,"F1","Renewal","ShangHai",2010,12
37,"F1","Renewal","ShangHai",2010,12
40,"F1","Renewal","GuangZhou",2010,12
29,"B1","Renewal","ShangHai",2010,12
34,"F1","Renewal","ShangHai",2010,12
35,"F1","Renewal","ShangHai",2010,12
33,"F1","Renewal","BeiJing",2010,12
34,"F1","Renewal","ShangHai",2010,12
33,"F1","Renewal","ShangHai",2010,12
39,"F1","Renewal","BeiJing",2010,12
27,"F1","Renewal","ShangHai",2010,12
41,"F1","New","ShangHai",2010,12
25,"F1","Renewal","BeiJing",2010,12
27,"F1","Renewal","ShangHai",2010,12
26,"F1","Renewal","BeiJing",2010,12
27,"F1","Renewal","ShangHai",2010,12
33,"F1","Renewal","BeiJing",2010,12
36,"H1","New","Mumbai",2010,12
43,"F1","Renewal","ShenYang",2010,12
32,"F1","New","BeiJing",2010,12
33,"F1","Renewal","BeiJing",2010,12
34,"F1","Renewal","ShangHai",2010,12
65,"F1","Renewal","ShangHai",2010,12
27,"B2","New","BeiJing",2011,1
24,"F1","Renewal","ShangHai",2011,1
6,"F1","Renewal","BeiJing",2011,1
78,"B2","New","BeiJing",2011,1
34,"J1","New","BeiJing",2011,1
27,"F1","Renewal","BeiJing",2011,1
27,"H1","Renewal","Tijuana",2011,1
31,"H1","Renewal","NewDelhi",2011,1
23,"F1","Renewal","BeiJing",2011,1
27,"F1","Renewal","BeiJing",2011,1
28,"F1","Renewal","GuangZhou",2011,1
27,"J1","New","BeiJing",2011,1
34,"F1","Renewal","GuangZhou",2011,1
36,"B1","New","ShenYang",2011,1
49,"H1","New","BeiJing",2011,1
24,"F1","Renewal","GuangZhou",2011,1
27,"F1","Renewal","BeiJing",2011,1
34,"F1","Renewal","BeiJing",2011,1
94,"H1","Renewal","Mumbai",2011,1
27,"H1","Renewal","ShangHai",2011,1
29,"F1","New","ShenYang",2011,1
22,"F1","Renewal","BeiJing",2011,1
33,"J1","New","GuangZhou",2011,1
23,"F1","Renewal","BeiJing",2011,1
27,"B1","New","GuangZhou",2011,1
26,"J1","New","BeiJing",2011,1
42,"H1","New","NewDelhi",2011,1
5,"F1","Renewal","GuangZhou",2011,1
23,"H1","Renewal","ShangHai",2011,1
33,"F1","Renewal","ShangHai",2011,1
74,"J1","New","BeiJing",2011,1
78,"H1","Renewal","Mumbai",2011,1
26,"B1","Renewal","ShangHai",2011,1
24,"F1","Renewal","BeiJing",2011,1
33,"J1","New","ShangHai",2011,1
25,"B1","New","BeiJing",2011,1
24,"H1","New","BeiJing",2011,1
34,"H1","Renewal","ShenYang",2011,1
31,"F1","Renewal","GuangZhou",2011,1
34,"J1","New","ShenYang",2011,1
25,"H1","Renewal","BeiJing",2011,1
25,"H1","New","Mumbai",2011,1
32,"H1","New","ShangHai",2011,1
25,"F1","Renewal","BeiJing",2011,1
27,"H1","Renewal","Chennai",2011,1
20,"F1","Renewal","BeiJing",2011,1
26,"H1","Renewal","Mumbai",2011,1
26,"F1","Renewal","ShangHai",2011,1
30,"B2","New","Europe",2011,1
29,"J1","New","ShangHai",2011,1
29,"F1","Renewal","ShangHai",2011,1
31,"F1","Renewal","ShangHai",2011,1
30,"F1","Renewal","ShangHai",2011,1
29,"F1","Renewal","ShangHai",2011,1
24,"H1","Renewal","Europe",2011,1
59,"B1","Renewal","BeiJing",2011,1
28,"H1","Renewal","ShangHai",2011,1
27,"J1","New","BeiJing",2011,1
28,"J1","New","BeiJing",2011,1
24,"H1","New","Ottawa",2011,1
29,"F1","Renewal","ChengDu",2011,1
14,"F1","Renewal","BeiJing",2011,1
34,"F1","Renewal","GuangZhou",2011,1
29,"J1","New","ShangHai",2011,1
27,"F1","Renewal","BeiJing",2011,1
29,"B1","New","BeiJing",2011,1
29,"J1","New","ChengDu",2011,1
30,"F1","Renewal","GuangZhou",2011,1
29,"J1","Renewal","GuangZhou",2011,1
30,"F1","Renewal","ShenYang",2011,1
30,"F1","Renewal","ShangHai",2011,1
28,"F1","Renewal","ShangHai",2011,1
27,"H1","New","NewDelhi",2011,1
28,"F1","New","ShangHai",2011,1
26,"H1","Renewal","GuangZhou",2011,1
28,"F1","Renewal","ShangHai",2011,1
25,"H1","New","GuangZhou",2011,1
27,"J1","Renewal","ChengDu",2011,1
27,"F1","Renewal","ShangHai",2011,1
28,"F1","Renewal","ChengDu",2011,1
28,"F1","Renewal","GuangZhou",2011,1
65,"B1","New","Mumbai",2011,1
24,"H1","Renewal","Others",2011,1
27,"B1","New","BeiJing",2011,1
31,"B1","New","ShangHai",2011,1
41,"F1","Renewal","Mumbai",2011,1
31,"F1","Renewal","ShangHai",2011,1
53,"H1","Renewal","Mumbai",2011,1
28,"H1","New","ShangHai",2011,1
31,"H1","New","NewDelhi",2011,1
54,"H1","Renewal","Mumbai",2011,1
20,"F1","New","Ottawa",2011,1
20,"H1","Renewal","Ottawa",2011,1
31,"F1","Renewal","ShangHai",2011,1
24,"H1","Renewal","ShangHai",2011,1
20,"J1","New","BeiJing",2011,1
24,"H1","Renewal","ShangHai",2011,1
51,"H1","Renewal","BeiJing",2011,1
31,"H1","New","ShenYang",2011,1
24,"H1","Renewal","ShangHai",2011,1
454,"H1","New","Mumbai",2011,1
21,"H1","Renewal","ShangHai",2011,1
21,"F1","Renewal","ShangHai",2011,1
37,"H1","Renewal","NewDelhi",2011,1
21,"J1","New","BeiJing",2011,1
21,"F1","Renewal","ShangHai",2011,1
23,"J1","New","ShangHai",2011,1
511,"H1","New","NewDelhi",2011,1
19,"F1","Renewal","HongKong",2011,1
53,"H1","Renewal","BeiJing",2011,1
19,"H1","Renewal","BeiJing",2011,1
19,"L1","New","ShangHai",2011,1
19,"B1","New","HongKong",2011,1
21,"B1","New","BeiJing",2011,1
25,"H1","New","Europe",2011,1
19,"F1","Renewal","ShangHai",2011,1
19,"F1","Renewal","BeiJing",2011,1
17,"L1","New","Europe",2011,1
17,"F1","Renewal","ShangHai",2011,1
17,"H1","Renewal","ShangHai",2011,1
22,"J1","New","ShangHai",2011,1
22,"J1","New","BeiJing",2011,1
16,"J1","New","Others",2011,1
21,"F1","Renewal","Ottawa",2011,1
22,"F1","Renewal","GuangZhou",2011,1
37,"F1","Renewal","BeiJing",2011,1
29,"H1","Renewal","ShenYang",2011,1
23,"B2","New","ShenYang",2011,1
19,"J1","Renewal","GuangZhou",2011,1
23,"B2","New","ShenYang",2011,1
28,"H1","New","ShangHai",2011,1
20,"F1","Renewal","ShangHai",2011,1
28,"F1","Renewal","ChengDu",2011,1
18,"H1","New","ShangHai",2011,1
20,"H1","Renewal","BeiJing",2011,1
21,"F1","Renewal","ShangHai",2011,1
20,"H1","Renewal","ShangHai",2011,1
21,"B2","New","Others",2011,1
19,"H1","New","BeiJing",2011,1
18,"H1","New","ShangHai",2011,1
45,"H1","Renewal","ShenYang",2011,1
22,"J1","New","GuangZhou",2011,1
30,"H1","New","ShenYang",2011,1
1,"F1","Renewal","BeiJing",2011,1
17,"F1","Renewal","BeiJing",2011,1
17,"F1","Renewal","BeiJing",2011,1
25,"F1","Renewal","ShangHai",2011,1
30,"H1","Renewal","Chennai",2011,1
24,"B1","New","Europe",2011,2
18,"H1","Renewal","Ottawa",2011,2
18,"B1","New","ShangHai",2011,2
27,"H1","New","BeiJing",2011,2
28,"J1","New","BeiJing",2011,2
27,"F1","Renewal","BeiJing",2011,2
59,"J1","New","ShangHai",2011,2
32,"B1","New","Others",2011,2
32,"J1","New","Others",2011,2
253,"H1","Renewal","NewDelhi",2011,2
91,"L1","New","NewDelhi",2011,2
37,"F1","Renewal","Others",2011,2
21,"F1","Renewal","ShangHai",2011,2
25,"J1","New","ShenYang",2011,2
18,"J1","New","BeiJing",2011,2
22,"J1","New","ShangHai",2011,2
18,"B1","New","BeiJing",2011,2
21,"H1","Renewal","BeiJing",2011,2
22,"F1","Renewal","ShangHai",2011,2
0,"B1","New","Mumbai",2011,2
57,"J1","Renewal","Toronto",2011,2
20,"F1","Renewal","ShangHai",2011,2
20,"B1","New","BeiJing",2011,2
24,"F1","Renewal","Montreal",2011,2
24,"F1","Renewal","ShangHai",2011,2
30,"J1","New","BeiJing",2011,2
23,"J1","New","ShangHai",2011,2
23,"H1","New","BeiJing",2011,2
27,"J1","New","ShenYang",2011,2
29,"J1","New","ShangHai",2011,2
17,"B1","New","Montreal",2011,2
20,"B1","New","BeiJing",2011,2
29,"H1","Renewal","ShenYang",2011,2
20,"B1","New","BeiJing",2011,2
21,"J1","New","GuangZhou",2011,2
26,"F1","Renewal","BeiJing",2011,2
22,"F1","Renewal","ShangHai",2011,2
18,"H1","New","ChengDu",2011,2
18,"B1","New","BeiJing",2011,2
24,"J1","New","GuangZhou",2011,2
18,"J1","New","BeiJing",2011,2
21,"B1","Renewal","ShangHai",2011,2
16,"F1","Renewal","ChengDu",2011,2
24,"H1","Renewal","ShenYang",2011,2
18,"J1","New","ShangHai",2011,2
17,"B2","New","BeiJing",2011,2
16,"H1","Renewal","ShangHai",2011,2
16,"B1","New","ShangHai",2011,2
15,"J1","Renewal","ShangHai",2011,2
56,"F1","New","BeiJing",2011,2
14,"J1","New","ShangHai",2011,2
9,"B1","New","BeiJing",2011,2
14,"L1","New","BeiJing",2011,2
9,"F1","Renewal","BeiJing",2011,2
17,"H1","Renewal","ShangHai",2011,2
21,"B1","New","GuangZhou",2011,2
7,"B1","New","ShangHai",2011,2
12,"B1","New","Ottawa",2011,2
27,"J1","New","ChengDu",2011,2
22,"J1","New","BeiJing",2011,2
10,"B2","New","Ottawa",2011,2
24,"H1","Renewal","BeiJing",2011,2
13,"F1","Renewal","GuangZhou",2011,2
-4,"H1","New","ShangHai",2011,2
18,"J1","New","BeiJing",2011,2
22,"J1","New","BeiJing",2011,3
22,"J1","New","BeiJing",2011,3
42,"H1","New","GuangZhou",2011,3
16,"F1","Renewal","Others",2011,3
12,"J1","New","BeiJing",2011,3
20,"B1","Renewal","ShangHai",2011,3
21,"H1","Renewal","BeiJing",2011,3
61,"H4","New","NewDelhi",2011,3
15,"B1","Renewal","ShangHai",2011,3
12,"J1","New","GuangZhou",2011,3
16,"J2","New","GuangZhou",2011,3
14,"B1","New","BeiJing",2011,3
21,"J1","New","ShangHai",2011,3
20,"J1","New","BeiJing",2011,3
22,"B1","Renewal","Montreal",2011,3
14,"B1","New","BeiJing",2011,3
19,"B1","New","ShangHai",2011,3
19,"J1","New","ShangHai",2011,3
18,"J1","New","ChengDu",2011,3
